conml,gvkey,Rating,state,year,PerCapitaIncome,GDP_per_capita,debt_at,debt_assets,debt_ebitda,cash_debt,ratio_year
Destination Maternity Corp,27936,B+,New Jersey,2012,55587,0.0587419340906927,0.076,0.474,0.335,0.451,2012
Sanmina Corp,28139,B+,California,2012,48813,0.056499536217219,0.283,0.696,3.331,0.098,2012
Keurig Dr Pepper Inc,28877,B+,Massachusetts,2012,57333,0.0667083695719874,0.147,0.372,0.702,0.359,2012
Beazer Homes USA Inc.,29755,B-,Georgia,2012,37254,0.0447981857166086,0.756,0.868,-30.86,-0.012,2012
WestRock Company,29830,BBB-,Georgia,2012,37254,0.0447981857166086,0.319,0.68,3.021,0.09,2012
Ralcorp Holdings Inc.,29942,BBB-,Illinois,2012,46050,0.0559581556699743,0.445,0.637,3.607,0.123,2012
Pantry Inc (The),31392,B+,North Carolina,2012,38969,0.0450834178165062,0.565,0.82,4.99,0.098,2012
AmerisourceBergen Corp,31673,A-,Pennsylvania,2012,46018,0.0501807142379353,0.094,0.841,1.015,0.101,2012
Headwaters Inc,61576,B,Utah,2012,36140,0.045126981206466,0.735,1.005,5.686,0.07,2012
Nuance Communications Inc,61685,BB-,Massachusetts,2012,57333,0.0667083695719874,0.365,0.526,5.563,0.155,2012
TD AMERITRADE Holding Corp,64552,A,Nebraska,2012,46562,0.0553634780713138,0.069,0.773,1.23,0.039,2012
Meritor Inc,65399,B,Michigan,2012,39059,0.0423094033683451,0.424,1.393,3.883,0.022,2012
Edgewell Personal Care Co,133367,BBB-,Connecticut,2012,64914,0.0679124240133736,0.376,0.693,2.948,0.135,2012
Rockwell Collins Inc,144066,A,Florida,2012,41115,0.0398346974078215,0.147,0.762,0.72,0.132,2012
Viacom Inc,165675,BBB+,New York,2012,53986,0.0676138250518624,0.366,0.658,1.97,0.171,2012
Mueller Water Products Inc,166482,B,Georgia,2012,37254,0.0447981857166086,0.502,0.814,4.885,0.033,2012
Post Holdings Inc,170527,B+,Missouri,2012,40131,0.0446290705728917,0.346,0.549,4.348,0.096,2012
Sally Beauty Holdings Inc,175900,BB+,Texas,2012,43406,0.0540722968572769,0.783,1.056,2.816,0.136,2012
Visa Inc,179534,A+,California,2012,48813,0.056499536217219,0.0,0.309,0.0,0.405,2012
Hillenbrand Inc,179657,BBB,Indiana,2012,39333,0.0455536294628251,0.25,0.534,1.31,0.238,2012
Berry Global Group Inc,180483,B-,Indiana,2012,39333,0.0455536294628251,0.876,1.089,6.288,0.086,2012
Air Products and Chemicals Inc.,1209,A,Pennsylvania,2011,44205,0.0485300783041336,0.319,0.584,1.823,0.21,2011
American Pacific Corp,1533,B-,Utah,2011,34198,0.0443045085532038,0.391,0.815,3.524,0.095,2011
Ashland Global Holdings Inc,1794,BB,Kentucky,2011,34624,0.0389042709072065,0.296,0.681,9.189,0.028,2011
Becton Dickinson and Co,2111,AA-,New Jersey,2011,53694,0.0565193347573441,0.261,0.537,1.233,0.306,2011
Cabot Corp,2593,BBB+,Massachusetts,2011,55302,0.0644148867565433,0.223,0.486,1.77,0.128,2011
Walt Disney Co (The),3980,A,California,2011,46175,0.0544480766422158,0.198,0.453,1.483,0.214,2011
Emerson Electric Co.,4321,A,Missouri,2011,38339,0.0432001863475465,0.218,0.558,1.076,0.243,2011
Atmos Energy Corp,4383,BBB+,Texas,2011,41245,0.0519050790292568,0.332,0.69,3.454,0.116,2011
Franklin Resources Inc,4885,AA-,California,2011,46175,0.0544480766422158,0.157,0.338,0.786,0.349,2011
Hill-Rom Holdings Inc,5639,BBB-,Illinois,2011,44140,0.053464422721076,0.116,0.429,0.475,0.399,2011
Griffon Corp.,5987,BB-,New York,2011,51496,0.0634526031038849,0.382,0.65,5.118,0.028,2011
International Game Technology,6097,BBB,Nevada,2011,38551,0.0466967224898903,0.396,0.652,2.178,0.226,2011
Spire Inc,6547,A,Missouri,2011,38339,0.0432001863475465,0.23,0.678,2.606,0.138,2011
Microsemi Corp,7346,BB-,California,2011,46175,0.0544480766422158,0.248,0.394,1.876,0.24,2011
Moog Inc.,7549,BB,New York,2011,51496,0.0634526031038849,0.255,0.581,2.317,0.119,2011
National Fuel Gas Co,7733,BBB,New York,2011,51496,0.0634526031038849,0.206,0.642,1.631,0.2,2011
Raymond James Financial Inc.,8898,BBB,Florida,2011,40131,0.0391815469465897,0.054,0.838,1.663,0.103,2011
Rockwell Automation Inc.,9203,A,Wisconsin,2011,41174,0.046302027171985,0.171,0.669,0.856,0.181,2011
Tyson Foods Inc.,10793,BBB-,Arkansas,2011,33860,0.0357428433753295,0.197,0.486,1.257,0.194,2011
WGL Holdings Inc.,11296,A+,District of Columbia,2011,67419,0.177474669248145,0.185,0.677,2.1,0.115,2011
Oshkosh Corp,11721,BB,Wisconsin,2011,41174,0.046302027171985,0.22,0.669,1.624,0.12,2011
Ingles Markets Inc,12972,BB-,North Carolina,2011,36764,0.0441693229533822,0.528,0.733,4.357,0.082,2011
Imperial Sugar Co,14503,D,Texas,2011,41245,0.0519050790292568,0.167,0.671,-2.757,-0.169,2011
Scotts Miracle-Gro Co (The),20185,BB,Ohio,2011,39067,0.0453330686222716,0.387,0.727,1.999,0.082,2011
Hologic Inc,20904,BB+,Massachusetts,2011,55302,0.0644148867565433,0.254,0.511,2.486,0.148,2011
Whole Foods Market Inc,24893,BB+,Texas,2011,41245,0.0519050790292568,0.004,0.303,0.022,0.58,2011
D.R. Horton Inc.,25340,BB-,Texas,2011,41245,0.0519050790292568,0.318,0.51,19.661,0.005,2011
Starbucks Corp,25434,BBB+,Washington,2011,44676,0.0556345615484777,0.075,0.404,0.268,0.542,2011
Central Garden & Pet Co,25536,B+,California,2011,46175,0.0544480766422158,0.399,0.582,3.83,0.08,2011
Destination Maternity Corp,27936,B+,New Jersey,2011,53694,0.0565193347573441,0.158,0.534,0.612,0.202,2011
Sanmina Corp,28139,B+,California,2011,46175,0.0544480766422158,0.37,0.77,3.654,0.091,2011
Keurig Dr Pepper Inc,28877,B+,Massachusetts,2011,55302,0.0644148867565433,0.182,0.395,1.163,-0.003,2011
Beazer Homes USA Inc.,29755,B-,Georgia,2011,36577,0.0436449794953925,0.753,0.9,-12.204,-0.101,2011
WestRock Company,29830,BBB-,Georgia,2011,36577,0.0436449794953925,0.326,0.68,4.414,0.064,2011
Ralcorp Holdings Inc.,29942,BBB-,Illinois,2011,44140,0.053464422721076,0.368,0.591,4.592,0.136,2011
Pantry Inc (The),31392,B+,North Carolina,2011,36764,0.0441693229533822,0.623,0.833,5.496,0.111,2011
AmerisourceBergen Corp,31673,A-,Pennsylvania,2011,44205,0.0485300783041336,0.091,0.809,1.01,0.096,2011
Headwaters Inc,61576,B,Utah,2011,34198,0.0443045085532038,0.725,0.922,6.21,-0.077,2011
Nuance Communications Inc,61685,BB-,Massachusetts,2011,55302,0.0644148867565433,0.21,0.391,3.206,0.223,2011
TD AMERITRADE Holding Corp,64552,A-,Nebraska,2011,45426,0.0543031023452304,0.079,0.76,1.103,0.061,2011
Meritor Inc,65399,B,Michigan,2011,37509,0.0405841306757905,0.388,1.361,3.947,0.011,2011
Edgewell Personal Care Co,133367,BBB-,Connecticut,2011,63799,0.0659971078089437,0.355,0.685,2.757,0.09,2011
Rockwell Collins Inc,144066,A,Florida,2011,40131,0.0391815469465897,0.098,0.716,0.52,0.17,2011
TransDigm Group Inc,148349,B+,Ohio,2011,39067,0.0453330686222716,0.695,0.82,5.401,0.07,2011
Warner Music Group Corp,163118,B+,New York,2011,51496,0.0634526031038849,0.531,1.059,6.018,0.038,2011
Viacom Inc,165675,BBB+,New York,2011,51496,0.0634526031038849,0.323,0.615,1.785,0.189,2011
CPI International Holding Corp,166433,B,California,2011,46175,0.0544480766422158,0.406,0.612,3.329,0.067,2011
Mueller Water Products Inc,166482,B,Georgia,2011,36577,0.0436449794953925,0.457,0.745,7.08,0.036,2011
Sally Beauty Holdings Inc,175900,BB,Texas,2011,41245,0.0519050790292568,0.817,1.127,2.902,0.15,2011
Visa Inc,179534,A+,California,2011,46175,0.0544480766422158,0.0,0.239,0.0,0.465,2011
Hillenbrand Inc,179657,BBB,Indiana,2011,37650,0.0443400074395445,0.365,0.625,2.104,0.257,2011
Air Products and Chemicals Inc.,1209,A,Pennsylvania,2010,42047,0.0471259192709399,0.306,0.578,1.79,0.195,2010
Alberto-Culver Co,1239,BBB,Illinois,2010,42093,0.0515334017678279,0.08,0.293,0.574,0.249,2010
American Pacific Corp,1533,B,Utah,2010,32156,0.0425528549377156,0.381,0.769,4.55,0.098,2010
Ashland Global Holdings Inc,1794,BB+,Kentucky,2010,33141,0.0379055747679317,0.128,0.601,1.457,0.089,2010
Becton Dickinson and Co,2111,AA-,New Jersey,2010,51420,0.0562510185300302,0.176,0.437,0.807,0.414,2010
Cabot Corp,2593,BBB+,Massachusetts,2010,53062,0.0624685230221493,0.226,0.509,1.472,0.17,2010
Walt Disney Co (The),3980,A,California,2010,43636,0.0528815175507969,0.184,0.432,1.505,0.22,2010
Emerson Electric Co.,4321,A,Missouri,2010,36823,0.0430117608915582,0.222,0.564,1.221,0.255,2010
Atmos Energy Corp,4383,BBB+,Texas,2010,38276,0.0490177252798524,0.339,0.678,3.284,0.158,2010
Franklin Resources Inc,4885,AA-,California,2010,43636,0.0528815175507969,0.092,0.276,0.481,0.558,2010
Hill-Rom Holdings Inc,5639,BBB-,Illinois,2010,42093,0.0515334017678279,0.122,0.425,0.504,0.264,2010
International Game Technology,6097,BBB,Nevada,2010,37228,0.045756391066476,0.418,0.692,2.267,0.213,2010
Spire Inc,6547,A,Missouri,2010,36823,0.0430117608915582,0.282,0.709,3.643,0.082,2010
Moog Inc.,7549,BB,New York,2010,48973,0.0624996249976417,0.282,0.587,2.674,0.123,2010
National Fuel Gas Co,7733,BBB,New York,2010,48973,0.0624996249976417,0.245,0.658,1.977,0.137,2010
NBTY Inc,7798,B+,New York,2010,48973,0.0624996249976417,0.224,0.393,0.954,0.165,2010
Raymond James Financial Inc.,8898,BBB,Florida,2010,38475,0.0391733225749948,0.188,0.855,7.58,-0.067,2010
Rockwell Automation Inc.,9203,A,Wisconsin,2010,38997,0.0447441030845404,0.191,0.692,1.236,0.15,2010
Tyson Foods Inc.,10793,BB+,Arkansas,2010,31927,0.0345557987709636,0.236,0.51,1.285,0.261,2010
WGL Holdings Inc.,11296,AA-,District of Columbia,2010,63582,0.175302779457591,0.199,0.676,2.275,0.118,2010
Oshkosh Corp,11721,BB-,Wisconsin,2010,38997,0.0447441030845404,0.277,0.718,0.837,0.183,2010
Ingles Markets Inc,12972,BB-,North Carolina,2010,35682,0.0434192579464888,0.535,0.729,4.325,0.112,2010
Jack in the Box Inc.,13092,BB-,California,2010,43636,0.0528815175507969,0.26,0.63,2.175,0.07,2010
Imperial Sugar Co,14503,D,Texas,2010,38276,0.0490177252798524,0.041,0.596,-0.584,-0.099,2010
Scotts Miracle-Gro Co (The),20185,BB-,Ohio,2010,36575,0.0430230734246754,0.292,0.647,1.364,0.211,2010
Hologic Inc,20904,BB+,Massachusetts,2010,53062,0.0624685230221493,0.264,0.52,2.461,0.156,2010
Whole Foods Market Inc,24893,BB,Texas,2010,38276,0.0490177252798524,0.128,0.405,0.721,0.363,2010
D.R. Horton Inc.,25340,BB-,Texas,2010,38276,0.0490177252798524,0.366,0.558,10.827,0.214,2010
Starbucks Corp,25434,BBB+,Washington,2010,42676,0.0542501738884118,0.086,0.423,0.299,0.631,2010
Central Garden & Pet Co,25536,B+,California,2010,43636,0.0528815175507969,0.354,0.529,2.669,0.226,2010
Destination Maternity Corp,27936,B,New Jersey,2010,51420,0.0562510185300302,0.22,0.651,0.903,0.194,2010
Sanmina Corp,28139,B,California,2010,43636,0.0528815175507969,0.395,0.8,4.284,-0.03,2010
Beazer Homes USA Inc.,29755,B-,Georgia,2010,34521,0.0426965692845701,0.637,0.791,-12.002,0.046,2010
WestRock Company,29830,BBB-,Georgia,2010,34521,0.0426965692845701,0.387,0.648,2.165,0.2,2010
Ralcorp Holdings Inc.,29942,BBB-,Illinois,2010,42093,0.0515334017678279,0.388,0.584,3.927,0.076,2010
Pantry Inc (The),31392,B+,North Carolina,2010,35682,0.0434192579464888,0.642,0.838,5.466,0.097,2010
AmerisourceBergen Corp,31673,BBB+,Pennsylvania,2010,42047,0.0471259192709399,0.093,0.795,1.138,0.097,2010
Headwaters Inc,61576,B,Utah,2010,32156,0.0425528549377156,0.529,0.683,6.765,0.103,2010
Nuance Communications Inc,61685,B+,Massachusetts,2010,53062,0.0624685230221493,0.228,0.391,3.6,0.201,2010
Prospect Medical Holdings Inc,62055,B,California,2010,43636,0.0528815175507969,0.465,0.772,3.421,0.057,2010
TD AMERITRADE Holding Corp,64552,BBB+,Nebraska,2010,40920,0.0501685667779149,0.09,0.744,1.192,0.053,2010
Meritor Inc,65399,B-,Michigan,2010,35391,0.0391424356948259,0.357,1.355,5.416,0.054,2010
Spectrum Brands Holdings Inc,65459,B,Wisconsin,2010,38997,0.0447441030845404,0.45,0.73,4.791,0.02,2010
Rockwell Collins Inc,144066,A,Florida,2010,38475,0.0391733225749948,0.108,0.707,0.569,0.199,2010
TransDigm Group Inc,148349,B+,Ohio,2010,36575,0.0430230734246754,0.662,0.779,4.375,0.095,2010
Warner Music Group Corp,163118,BB-,New York,2010,48973,0.0624996249976417,0.515,1.056,5.589,0.038,2010
Viacom Inc,165675,BBB+,New York,2010,48973,0.0624996249976417,0.309,0.596,2.035,0.088,2010
CPI International Holding Corp,166433,B+,California,2010,43636,0.0528815175507969,0.408,0.615,3.329,0.067,2010
Mueller Water Products Inc,166482,B,Georgia,2010,34521,0.0426965692845701,0.441,0.742,7.114,0.054,2010
Sally Beauty Holdings Inc,175900,BB-,Texas,2010,38276,0.0490177252798524,0.983,1.29,3.986,0.106,2010
BWAY Intermediate Co Inc,177288,B+,Georgia,2010,34521,0.0426965692845701,0.477,0.765,2.891,0.108,2010
Visa Inc,179534,A+,California,2010,43636,0.0528815175507969,0.001,0.251,0.009,0.321,2010
Hillenbrand Inc,179657,BBB,Indiana,2010,35454,0.0432170000394427,0.383,0.647,2.143,0.174,2010
Air Products and Chemicals Inc.,1209,A,Pennsylvania,2009,40390,0.0455490619694324,0.345,0.622,2.257,0.163,2009
Alberto-Culver Co,1239,BBB-,Illinois,2009,41042,0.0504147762819672,0.0,0.229,0.003,0.584,2009
American Pacific Corp,1533,B+,Utah,2009,31833,0.0416820609079536,0.416,0.732,3.479,0.058,2009
Ashland Global Holdings Inc,1794,BB-,Kentucky,2009,32157,0.0361445043564229,0.171,0.621,2.052,0.175,2009
Becton Dickinson and Co,2111,AA-,New Jersey,2009,50149,0.0555312473088658,0.203,0.447,0.898,0.413,2009
Cabot Corp,2593,BBB+,Massachusetts,2009,50942,0.0600331593790549,0.246,0.538,3.028,0.277,2009
Walt Disney Co (The),3980,A,California,2009,42044,0.0519266039557289,0.205,0.439,1.764,0.183,2009
Emerson Electric Co.,4321,A,Missouri,2009,36182,0.0421739454274119,0.231,0.559,1.208,0.279,2009
Atmos Energy Corp,4383,BBB+,Texas,2009,36711,0.0468906945760827,0.353,0.657,3.374,0.221,2009
Franklin Resources Inc,4885,AA-,California,2009,42044,0.0519266039557289,0.013,0.187,0.095,0.363,2009
Hill-Rom Holdings Inc,5639,BBB-,Illinois,2009,41042,0.0504147762819672,0.164,0.506,0.868,0.362,2009
International Game Technology,6097,BBB,Nevada,2009,36078,0.0450662186902276,0.496,0.78,3.051,0.16,2009
Spire Inc,6547,A,Missouri,2009,36182,0.0421739454274119,0.295,0.707,3.208,0.184,2009
Moog Inc.,7549,BB,New York,2009,47277,0.0596151636918836,0.316,0.596,3.613,0.075,2009
National Fuel Gas Co,7733,BBB,New York,2009,47277,0.0596151636918836,0.262,0.667,2.133,0.192,2009
NBTY Inc,7798,BB,New York,2009,47277,0.0596151636918836,0.243,0.425,1.37,0.165,2009
Raymond James Financial Inc.,8898,BBB,Florida,2009,36611,0.0389037661363183,0.089,0.877,5.345,0.026,2009
Rockwell Automation Inc.,9203,A,Wisconsin,2009,38070,0.0433069618913496,0.21,0.694,1.688,0.176,2009
Tyson Foods Inc.,10793,BB,Arkansas,2009,31153,0.0334791012146671,0.335,0.58,4.348,0.167,2009
WGL Holdings Inc.,11296,AA-,District of Columbia,2009,60448,0.170402108647345,0.247,0.664,2.457,0.138,2009
Oshkosh Corp,11721,B+,Wisconsin,2009,38070,0.0433069618913496,0.427,0.892,5.892,0.211,2009
Ingles Markets Inc,12972,BB-,North Carolina,2009,35802,0.0430530777815616,0.56,0.738,4.487,0.092,2009
Jack in the Box Inc.,13092,BB-,California,2009,42044,0.0519266039557289,0.292,0.64,1.678,0.16,2009
Imperial Sugar Co,14503,D,Texas,2009,36711,0.0468906945760827,0.097,0.86,-2.937,0.003,2009
Scotts Miracle-Gro Co (The),20185,BB-,Ohio,2009,35532,0.0414630767768223,0.365,0.737,2.178,0.162,2009
Hologic Inc,20904,BB-,Massachusetts,2009,50942,0.0600331593790549,0.341,0.558,3.208,0.172,2009
BJ Services Co,22794,BBB+,Texas,2009,36711,0.0468906945760827,0.099,0.316,0.862,0.402,2009
Whole Foods Market Inc,24893,BB-,Texas,2009,36711,0.0468906945760827,0.195,0.461,1.323,0.337,2009
D.R. Horton Inc.,25340,BB-,Texas,2009,36711,0.0468906945760827,0.485,0.664,-7.347,0.254,2009
Starbucks Corp,25434,BBB,Washington,2009,41958,0.0530497826297585,0.099,0.452,0.413,0.551,2009
Central Garden & Pet Co,25536,B,California,2009,42044,0.0519266039557289,0.355,0.524,2.63,0.367,2009
Destination Maternity Corp,27936,B-,New Jersey,2009,50149,0.0555312473088658,0.293,0.746,1.524,0.291,2009
Sanmina Corp,28139,B-,California,2009,42044,0.0519266039557289,0.46,0.826,8.873,0.076,2009
Beazer Homes USA Inc.,29755,CCC,Georgia,2009,34042,0.0422069223434197,0.744,0.903,-7.889,0.051,2009
WestRock Company,29830,BB+,Georgia,2009,34042,0.0422069223434197,0.468,0.725,2.347,0.186,2009
Ralcorp Holdings Inc.,29942,BBB-,Illinois,2009,41042,0.0504147762819672,0.304,0.504,2.651,0.119,2009
Pantry Inc (The),31392,B+,North Carolina,2009,35802,0.0430530777815616,0.584,0.788,4.493,0.1,2009
AmerisourceBergen Corp,31673,BBB+,Pennsylvania,2009,40390,0.0455490619694324,0.087,0.8,1.191,0.072,2009
Headwaters Inc,61576,CCC+,Utah,2009,31833,0.0416820609079536,0.512,0.659,7.177,0.086,2009
Nuance Communications Inc,61685,B+,Massachusetts,2009,50942,0.0600331593790549,0.256,0.428,4.204,0.173,2009
Prospect Medical Holdings Inc,62055,B,California,2009,42044,0.0519266039557289,0.474,0.796,3.858,0.079,2009
TD AMERITRADE Holding Corp,64552,BBB+,Nebraska,2009,39264,0.0480544033347254,0.079,0.807,1.152,0.041,2009
Meritor Inc,65399,CCC+,Michigan,2009,34030,0.0369185820743353,0.469,1.498,11.889,-0.079,2009
Spectrum Brands Holdings Inc,65459,B-,Wisconsin,2009,38070,0.0433069618913496,1.123,1.457,9.0,-0.003,2009
Rockwell Collins Inc,144066,A,Florida,2009,36611,0.0389037661363183,0.115,0.721,0.515,0.189,2009
TransDigm Group Inc,148349,B+,Ohio,2009,35532,0.0414630767768223,0.553,0.666,3.681,0.121,2009
Warner Music Group Corp,163118,BB-,New York,2009,47277,0.0596151636918836,0.476,1.021,4.884,0.056,2009
CPI International Holding Corp,166433,B+,California,2009,42044,0.0519266039557289,0.425,0.621,3.839,0.106,2009
Mueller Water Products Inc,166482,B,Georgia,2009,34042,0.0422069223434197,0.426,0.749,7.003,0.1,2009
Sally Beauty Holdings Inc,175900,B+,Texas,2009,36711,0.0468906945760827,1.125,1.412,4.878,0.106,2009
Visa Inc,179534,A+,California,2009,42044,0.0519266039557289,0.002,0.282,0.015,0.061,2009
Hillenbrand Inc,179657,BBB,Indiana,2009,34102,0.0404841372744056,0.107,0.458,0.346,0.479,2009
Air Products and Chemicals Inc.,1209,A,Pennsylvania,2008,41512,0.0461080050125731,0.316,0.589,1.681,0.227,2008
Alberto-Culver Co,1239,BBB-,Illinois,2008,43267,0.0508927642641373,0.001,0.238,0.005,0.54,2008
IKON Office Solutions Inc.,1246,BB-,Pennsylvania,2008,41512,0.0461080050125731,0.286,0.525,3.227,0.107,2008
American Pacific Corp,1533,B+,Utah,2008,33857,0.0435162365862332,0.439,0.67,2.671,0.121,2008
Ashland Global Holdings Inc,1794,BB+,Kentucky,2008,32757,0.0368796501905182,0.011,0.445,0.214,0.183,2008
Becton Dickinson and Co,2111,AA-,New Jersey,2008,52005,0.0568075177733211,0.146,0.376,0.587,0.567,2008
Cabot Corp,2593,BBB+,Massachusetts,2008,51916,0.0599941072508176,0.251,0.524,2.118,0.083,2008
Walt Disney Co (The),3980,A,California,2008,43890,0.0543702758500994,0.238,0.461,1.649,0.189,2008
Emerson Electric Co.,4321,A,Missouri,2008,37054,0.0424873681530933,0.215,0.558,0.96,0.281,2008
Atmos Energy Corp,4383,BBB,Texas,2008,39271,0.0508601676931778,0.387,0.679,3.933,0.086,2008
Franklin Resources Inc,4885,A+,California,2008,43890,0.0543702758500994,0.029,0.221,0.123,0.696,2008
Hill-Rom Holdings Inc,5639,BBB-,Illinois,2008,43267,0.0508927642641373,0.132,0.359,0.887,0.445,2008
International Game Technology,6097,BBB,Nevada,2008,38734,0.0486486435561853,0.497,0.801,2.39,0.133,2008
Spire Inc,6547,A,Missouri,2008,37054,0.0424873681530933,0.341,0.725,4.127,-0.028,2008
Moog Inc.,7549,BB+,New York,2008,48328,0.0573397772151329,0.301,0.554,2.516,0.088,2008
National Fuel Gas Co,7733,BBB+,New York,2008,48328,0.0573397772151329,0.266,0.612,1.673,0.191,2008
NBTY Inc,7798,BB,New York,2008,48328,0.0573397772151329,0.295,0.484,1.889,0.189,2008
Raymond James Financial Inc.,8898,BBB,Florida,2008,39247,0.0405332993654501,0.124,0.898,4.164,0.004,2008
Rockwell Automation Inc.,9203,A,Wisconsin,2008,38910,0.0433672174204697,0.219,0.632,0.97,0.203,2008
Tyson Foods Inc.,10793,BB,Arkansas,2008,31940,0.0344451347930844,0.267,0.538,3.298,0.049,2008
WGL Holdings Inc.,11296,AA-,District of Columbia,2008,61117,0.171537615728772,0.293,0.668,2.911,0.029,2008
Oshkosh Corp,11721,BB-,Wisconsin,2008,38910,0.0433672174204697,0.456,0.771,3.815,0.083,2008
Pilgrim's Pride Corp,12785,CCC+,Colorado,2008,42689,0.0523199031439364,0.589,0.893,-6.641,-0.231,2008
Ingles Markets Inc,12972,BB-,North Carolina,2008,37687,0.0443704992637051,0.522,0.72,3.732,0.091,2008
Jack in the Box Inc.,13092,BB-,California,2008,43890,0.0543702758500994,0.346,0.695,2.07,0.166,2008
Imperial Sugar Co,14503,D,Texas,2008,39271,0.0508601676931778,0.0,0.598,0.0,0.138,2008
Scotts Miracle-Gro Co (The),20185,BB,Ohio,2008,36596,0.0426914813400604,0.464,0.797,2.819,0.117,2008
Hologic Inc,20904,BB-,Massachusetts,2008,51916,0.0599941072508176,0.275,0.429,3.748,0.104,2008
BJ Services Co,22794,BBB+,Texas,2008,39271,0.0508601676931778,0.106,0.353,0.478,0.478,2008
Whole Foods Market Inc,24893,BB,Texas,2008,39271,0.0508601676931778,0.275,0.555,1.978,0.174,2008
D.R. Horton Inc.,25340,BB,Texas,2008,39271,0.0508601676931778,0.486,0.628,-1.522,0.388,2008
Starbucks Corp,25434,BBB,Washington,2008,44558,0.0541883697785098,0.223,0.558,0.988,0.398,2008
Central Garden & Pet Co,25536,B,California,2008,43890,0.0543702758500994,0.415,0.594,4.127,0.154,2008
Destination Maternity Corp,27936,B-,New Jersey,2008,52005,0.0568075177733211,0.307,0.651,3.209,0.167,2008
Sanmina Corp,28139,B+,California,2008,43890,0.0543702758500994,0.422,0.802,5.284,0.014,2008
Beazer Homes USA Inc.,29755,B,Georgia,2008,35175,0.0433307209808726,0.661,0.858,-2.617,0.139,2008
WestRock Company,29830,BB+,Georgia,2008,35175,0.0433307209808726,0.564,0.782,4.486,0.102,2008
